city,count
COLUMBINE VALLEY,3
WALLKILL,30
SABILLASVILLE,2
SOUTH ABINGTON TOWNSHIP,14
HERLONG,5
HUNGERFORD,2
RANCHO SANTA MARGARITA,130
WIERGATE,2
PERRY HALL,43
JIGGS,1
WALL,2
JEROMESVILLE,4
CHARLOTTESVILLE,200
ALSTON,1
GRIMES,42
KATHLEEN,62
EAST WATERFORD,3
RADISSON,1
JUNE LAKE,9
SHADE GAP,1
FREETOWN,4
LATHAM,46
WILLERNIE,2
KEMPTON,7
REMER,6
BOSCOBEL,10
TIMBO,1
KIESTER,2
HIGHBRIDGE,1
ELLSTON,2
MOUNT UPTON,1
KLINGERSTOWN,1
BROOKSIDE,2
DWG,1
ILLIOPOLIS,4
N BRUNSWICK,19
WOODSBORO,10
CUSHING,43
SCOTTS HILL,8
KILMICHAEL,3
DEER PARK,254
SPRING LAKE PARK,11
TANNERSVILLE,24
DAMMERON VALLEY,4
WANN,2
TILTON,18
W TERRE HAUTE,5
ROADSPA,1
BROAD RUN,8
ZELLWOOD,22
DU PONT,2
INTERLOCHEN,12
MARLOW,27
ROSELLE,167
SHELOCTA,3
FRANKTON,3
MINEVILLE,3
CALGARY,3
BLACKVILLE,7
BROAD CHANNEL,4
CROZET,37
HARVEYVILLE,1
MEXICO BEACH,41
DONALDSON,3
CORTEZ,60
EAST CANTON,12
GIFFORD,3
DONORA,13
HOT SULPHUR SPRINGS,1
COWARD,1
ROSEDALE,125
MCCONNELSVILLE,10
SOUTH CHICAGO HEIGHTS,15
MOUNT JOY,29
WEST FORK,20
BURLINGTON TOWNSHIP,7
SAN RAMON,632
BOGGSTOWN,2
MILLER,12
CLYDE,90
CHEPACHET,7
KOSSE,3
INVERNESS,362
MILLEN,10
MOUND CITY,10
ABBOTTSTOWN,8
HUFFMAN,72
APPLEGATE,14
PORTER RANCH,149
TUJUNGA,106
EAST GARRISON,6
SF,1
EAST VANDERGRIFT,1
NORTH CONWAY,7
WARD,30
WARE,17
NEW BRAUNFELS,457
SEWARD,47
CAPE CINCENT,1
DUNLAY,1
LIBERTY TWP,68
ONSTED,9
JOHNSTON CITY,16
ROCKBRIDGE,2
NORTH HIGHLANDS,151
CLIFTON TOWNSHIP,2
SLEDGE,2
TOMKINS COVE,8
ATTALLA,17
YORKTOWN,190
PAINTER,2
WEBB CITY,48
GLENOMA,6
RIPLEY,67
MTN HOUSE,6
PINCKNEYVILLE,12
SAXTONS RIVER,1
STEWARTSTOWN,24
GARNAVILLO,1
GRAND BLANC,160
SYCAMORE,86
BROWNINGTON,2
YGYU,1
DIGHTON,9
CANTERBURY,31
HIGGINSON,1
BURGAW,28
BUTTE CITY,1
ANTELOPE,195
DOUGLASSVILLE,40
ANITA,4
HERMISTON,58
CAYCE,29
OWOSSO,63
SUMMERHILL,1
SUNNYVALE,576
ARCADE,15
WEST SUFFIELD,10
S SIOUX CITY,5
BRAGGS,1
DUNLAP,75
BURGOON,1
KAMIAH,10
VA,1
COMMACK,65
TABERG,4
VANDIVER,2
HUSTONTOWN,2
BIG BEAR CITY,97
RICH CREEK,2
BURNS HARBOR,6
RICHARDTON,2
MC COOL JCT,1
ESTILL SPGS,9
DIAMOND BAR,235
CLEVELAND HTS,18
DASSEL,14
KISMET,2
LETTSWORTH,3
CALCUTTA,4
ABITA SPRINGS,31
BLACK MOUNTAIN,24
GREENBANK,14
MOKENA,87
CATASAUQUA,30
MCLOUD,26
ROLLINS,1
RANCHO MISSION VIEJO,57
BRADNER,7
CECIL,5
KADOKA,1
MARRIOTT SLATERVILLE,6
SARGENT,14
EMORY,17
EASTBOROUGH,5
GREEN FOREST,15
LANGLEY,18
HELLAM,2
THOUSAND PALMS,29
KITTY HAWK,24
CUSTAR,2
NORTH ATTLEBORO,36
SANBORN,12
LUTSEN,3
RIDLEY PARK,37
RALEIGH,1295
SACRED HEART,1
TONTOGANY,2
ALCOA,18
DAINGERFIELD,17
HO HO KUS,13
SANDIA PARK,17
BELCAMP,14
SHADY SHORES,10
FOND DU LAC,79
RATHDRUM,41
MYRTLE POINT,12
NEW STANTON,11
STOCKDALE,7
GREENBACK,17
RATCLIFF,3
EAST HELENA,22
VAN DYNE,1
STORRS,5
VENETA,29
DE BEQUE,4
ASCUTNEY,116
JACKSON HTS,4
SAINT JOSEPH,316
CIMARRON,16
SUGAR RUN,3
PLAIN DEALING,7
LAWN,4
FOREST HILLS,71
PACHECO,11
FLOWERMOUND,6
WINTERHAVEN,2
OVERBROOK HILLS,4
MC CORMICK,21
REDFIELD,23
GARDEN HOMES,1
HUDSONVILLE,53
HUGHESVILLE,28
CHURCH HILL,40
CONTINENTAL,3
ESSEX JCT,11
MOONACHIE,2
CHLOE,1
BROOKLYN CENTER,48
GAULEY BRIDGE,2
MC GILL,3
LAURELTON,19
HAMPTON,777
ORANGE COVE,19
PEOTONE,27
SAINT MATTHEWS,17
FT MITCHELL,11
SEABROOK ISLAND,6
BLUFFTON,377
SOUTH DARTMOUTH,15
GODEFFROY,1
LINDENWOLD,37
KALAHEO,9
MARLIN,22
MONMOUTH BEACH,19
SCOTRUN,8
PETERSBURGH,3
BATESVILLE,116
EAST ROCKAWAY,16
LAKE CORMORANT,5
OGDEN,398
WOFFORD HEIGHTS,16
RIO RICO,66
BLAIRSDEN,5
VILLAGE OF LOCH LLOYD,2
CHESTER HEIGHTS,1
RUPERT,15
CHOCORUA,1
CLOVERPORT,3
NEAVITT,1
ANADARKO,9
VALATIE,16
ELLISTON,8
ALBURNETT,2
CANISTOTA,2
MEDLEY,24
MONTEAGLE,10
PECULIAR,37
KALEVA,4
CROSS HILL,17
YATES CITY,4
DESERT EDGE,1
HOAGLAND,6
HOLLY HILL,83
STEDMAN,12
SHERRILL,12
GREELEYVILLE,7
JUNO BEACH,48
PORT ST LUCIE,1449
ELLIS,12
MEAD,64
BARK RIVER,4
INTERCESSION CITY,5
ENID,177
WEST POINT,129
RISING FAWN,12
TENNESSEE RIDGE,3
CANNON BEACH,4
BEAR,132
PERRYVILLE,85
APPALACHIA,6
DEMING,52
PLATTSBURG,6
SANDY LEVEL,5
EUREKA SPGS,3
SNOVER,1
TRUXTON,5
SIMPSON,8
BRONX,614
BALLWIN,206
FORNEY,337
N MARTINSVLLE,10
ALBANY,855
HUNTLY,3
LINDENWOOD,3
DOWELLTOWN,9
BERTHOUD,79
BROOK,6
SHEPHERDSVILLE,112
THROCKMORTON,2
SANTA MARIA,343
HUNTINGTN BCH,64
90 MYHNN,1
WOLF CREEK,3
EAGLE RIVER,72
WEST CHESTERFIELD,5
HIDDEN VALLEY LAKE,42
FINLEYVILLE,31
GRAND COULEE,5
MANISTEE,31
MARYDEL,8
LAGUNA BEACH,131
PENROSE,18
HILLTOWN TWP,1
PAMPA,65
SKANDIA,2
EAST SPENCER,3
STOTTS CITY,1
CAPE FEAR,1
GRIZZLY FLATS,10
BUCHANAN,77
DYERSBURG,61
SELLERS,3
BRUCETON,6
WEST LAWN,19
CHICAGO HTS,21
WABAN,9
CASTRO VALLEY,282
WOOD RIVER JUNCTION,1
RCH PALOS VRD,11
BURR OAK,3
BENWOOD,2
LUTCHER,8
PORT ARANSAS,41
COBDEN,4
ABAC,3
FORTY FORT,9
SHACKLEFORDS,3
YORKVILLE,136
MATHENY,1
FLINTON,2
WEST MELBOURNE,107
BLANKET,5
SCHELLSBURG,2
WINDSOR HEIGHTS,8
HUNTER,2
ALEDO,127
ENCINITAS,164
MONETTA,1
ECTOR,4
NEOTSU,1
MONETTE,2
STERLING,414
LYNN CENTER,1
COAL CITY,35
MOUNT EPHRAIM,18
READLYN,2
92 DTF,1
LYNNFIELD,20
FOSSIL,4
LINCOLN UNIV,6
SUNL LAKES,1
VAN METER,6
LAKE SAINT LOUIS,82
KEWANNA,8
TAYLORS FALLS,8
MONMOUTH JUNCTION,37
BRAINTREE,43
LABELLE,86
NEWCOMB,2
NEW PROVIDENCE,37
WAYNESVILLE,159
SANDISFIELD,3
LA JARA,8
RUSSELLS PT,1
SODUS POINT,2
ALFORD,10
DEER LODGE,13
LAKESIDE PARK,7
MEYERSDALE,8
ROBSTOWN,44
ENON,14
TOULON,3
TREGO,2
MOFFETT,1
FORT DUCHESNE,1
LOWER SALEM,2
CRUMPLER,5
MONTGOMERY VILLAGE,42
DRAGOON,2
HINESTON,1
PRINCEVILLE,8
STAFFORD,474
ASHLEY,32
TUCSON,3790
COLONIAL BCH,6
BYESVILLE,4
DICKINSON CENTER,1
HARLEYSVILLE,73
FIRESTONE PARK,1
MIMBRES,4
ELK,7
PITTSBUGH,1
CAMPTONVILLE,2
CAPE NEDDICK,3
BIRDSEYE,3
SHELTER ISLAND,4
ELY,52
HOCKLEY,115
LIVE OAK,194
RICHEYVILLE,3
MARIPOSA,54
WEST UNION,36
AVERY ISLAND,1
PHIL CAMPBELL,10
APACHE JUNTION,1
DANVERS,30
EAGLE SPRINGS,1
HANFORD,266
E MCKEESPORT,1
WATERFORD WKS,2
CALUMET CITY,94
BATTLE CREEK,189
BROWNS VALLEY,13
GRANADA HILLS,201
MEDANALES,3
FRANCIS CREEK,2
MANNINGTON,12
NEW SMYRNA BEACH,425
BOONEVILLE,43
WABASH,36
GERRARDSTOWN,5
PECATONICA,8
WITTMAN,1
FORESTON,6
LUCERNE,16
KINDERHOOK,6
NACHES,9
POOLER,113
PIERSON STATION,1
LEWISTON WOODVILLE,1
FAIR LAWN,115
CHERRY LOG,4
UNIVERSITY PL,12
MC VEYTOWN,7
UNIVERSITY PK,8
TATUM,11
KALAMAZOO,323
SYLVANIA,137
HARWICK,5
HARWICH,26
MOUNT JUDEA,1
MARYLAND HTS,26
ANNAPOLIS,252
WEST SAYVILLE,8
WHISTLER,1
BAKERHILL,2
FINGER,4
CPE CANAVERAL,16
CALLENSBURG,1
SPOONER,10
PHILIPPI,10
LEAVENWORTH,129
EAST FREETOWN,7
PILOT MOUNTAIN,10
MEADOW VALLEY,4
ZANESVILLE,117
BARDSTOWN,78
LOGANSPORT,67
DATIL,4
GLADE PARK,1
PAXINOS,5
WHEELERSBURG,37
NORTH OLMSTED,91
TAPPAN,17
ASHLEY FALLS,1
HENRYVILLE,39
CARLOCK,4
MARGARETVILLE,5
ROYSE CITY,135
CYNTHIANA,29
BELT,2
HALESITE,5
TRANQUILLITY,5
NEWBERRY SPRINGS,7
ALUM BRIDGE,1
HUMPHREY,3
BELL,59
BELK,1
CLAYSBURG,5
WEYANOKE,1
OLALLA,5
DOLGEVILLE,8
LAKE WORTH,1227
MIDLOTHIAN,571
BUCKINGHAM,4
HADLEY,15
AGRICOLA,4
BEND,329
MOJAVE,21
SHARPTOWN,1
STONEBORO,5
ELK POINT,3
WEST GREENWICH,6
ERA,1
MATHEWS,5
MARION CENTER,3
MOUNTAIN GRV,6
DODSON,1
NEW CONCORD,16
MUNICH,9
NEW KENSINGTON,45
HAZLET,50
RIDGEFIELD,205
COATS,8
LEIGHTON,6
WESTLEY,1
BLENHEIM,4
JEFFERSON VALLEY,1
WINTERGREEN RESORT,3
NEW VIRGINIA,4
MELVINDALE,30
EAST TAWAS,13
TRENT,2
SEASIDE HEIGHTS,43
NORTH CHILI,14
ROLETTE,2
SEVERNA PARK,79
LAKE OSWEGO,120
TORONTO,25
HIDDEN HILLS,17
GRANT PARK,12
MOUNT ORAB,27
BUCKEYE LAKE,10
AFTON,78
BUTTONWILLOW,2
FRENCHTOWN,28
BROOKESMITH,2
MELBER,4
SOMERST,1
MENA,35
CLEARLAKE OKS,1
ROARING BRANCH,1
LEHMAN,1
ROUNDHILL,3
CRENSHAW,1
MENO,1
BROWNSVILE,1
WHITE PLAINS,219
PRAIRIE FARM,1
FORREST CITY,14
TAPPEN,1
METHUEN,82
LAKEVILLE,318
WACONIA,37
ATHENA,3
CEDAR GROVE,67
HOWEY IN THE HILLS,30
LEMON SPRINGS,1
ASHKUM,4
WEST WINFIELD,9
WEST PALM BEACH,1520
ATHENS,623
SOUTH BEACH,3
MELBOURNE VILLAGE,1
PRESCOTT VLY,46
BERN,1
LEOLA,16
HUNSTVILLE,1
BROWNSBORO,20
BRONTE,7
SHAMBAUGH,1
WALNUT SHADE,4
PIERRE,29
EVA,8
PRIOR LAKE,112
EAST NASSAU,5
HARTSBURG,10
COPPERTON,3
BLOOMFIELD VILLAGE,1
PRAIRIE DU ROCHER,1
FORT DENAUD,15
SPOKANE,695
GRANTSBURG,22
SANTA ROSA BEACH,362
TULAROSA,13
MESA,2728
MENLO PARK,133
WEST UNITY,6
NORTH GRANVILLE,1
PANGBURN,9
MURRIETA,686
LONE ROCK,8
NANTICOKE,28
OTTER LAKE,9
WILTON MANORS,102
DIXON SPRINGS,1
BELFIELD,8
ROEBUCK,30
BIGLER,2
S HAMILTON,2
ENUMCLAW,66
LUBBOCK,955
DURYEA,9
CRISFIELD,28
KITTANNING,30
WITTS SPRINGS,2
ENCAMPMENT,1
MAHTOWA,4
WOODLAND PARK,76
CARMEL BY THE SEA,4
EMINENCE,15
KNOBEL,2
JONESPORT,2
SAINT STEPHENS CHURCH,1
FERNANDINA BEACH,398
RUBY,7
LANSDOWNE,95
MEIGS,4
NESHANNOCK,5
HARBESON,11
RAVENEL,17
GUNTERSVILLE,60
MARKLE,12
MISHAWAKA,160
LAKE ORION,110
PHOENICIA,1
WALTHAM,65
META,6
WEST LAKELAND,1
PIERMONT,7
RUDD,2
SINNAMAHONING,1
STANTONVILLE,7
METH,1
PITTSBURG,391
CORNWALL,19
PASSUMPSIC,1
LINGLE,2
BEAVER ISLAND,1
ROANOKE,620
CEDAR CREST,6
METZ,1
RUDY,6
LEMONT FRNC,3
LEOMA,14
FRED,4
HOUSTON LAKE,3
ROTHBURY,2
GRAPEVIEW,15
ABSAROKEE,6
SAINT SIMONS ISLAND,70
RICHMOND HILL,181
DOWNINGTOWN,212
N PALM BEACH,44
CHAGRIN FALLS,76
MOUNT PERRY,6
BOGUE,1
FORTUNA,37
SYLMAR,215
SEGUIN,112
SAN CLEMENTE,253
GLENVILLE,42
CABALLO,1
ROSEMARY BCH,3
TERRELL HILLS,3
E SAINT LOUIS,27
JOSHUA TREE,53
MANILLA,4
BUTLER,214
HICKSON,1
STRONG CITY,2
FRANCIS,3
BINGHAM LAKE,2
CAVE IN ROCK,1
HIGHLAND SPGS,3
POSEYVILLE,9
RICHBURG,7
FALLS VILLAGE,7
HL CNTRY VLG,1
VALDOSTA,277
W FARMINGTON,2
SUPPLY,39
GERMFASK,1
PALCO,1
GRENLOCH,1
ROSTRAVER TOWNSHIP,23
LEOTI,3
NORTH GROSVENORDALE,16
FAR ROCKAWAY,35
MARKLEVILLE,10
ENCHANTED OAKS,4
KENVIL,3
FOUNTAIN VALLEY,163
GREEN VALLEY LAKE,6
ISLANDIA,1
GUIN,11
JEWELL,3
POCA,7
BROOKLYN PARK,185
KETTLE RIVER,2
BONNERDALE,3
MOUNT LOOKOUT,1
WEST HARRISON,30
STERLINGTON,6
MEDICAL LAKE,34
PLAINWELL,22
SUAMICO,29
SAGINAW,398
BROOKS,16
JACOBUS,6
FORT GAY,4
SIREN,12
GALLION,3
LATIMER,1
SHELBIANA,4
RULE,2
CHAPTICO,1
HARFORD MILLS,1
POUND,11
SAINT PAUL PARK,17
BORING,29
W SPRINGFIELD,10
BALCH SPRINGS,63
OLAR,2
HILTON,32
LACEY,189
N SYRACUSE,9
GALLATIN GATEWAY,5
TAYLORS ISLAND,1
ROWESVILLE,3
SMITHTOWN,62
WEST MINERAL,1
POUGHQUAG,12
JOHNSTON,100
MOULTONBOROUGH,13
GULFPORT,510
NAALEHU,7
SUNDALE,1
FAY,1
HENDERSON,2046
POYNETTE,12
HORACE,13
MC GRATH,2
OLDS,1
GREENUP,19
FOUNTAINVILLE,6
NIOTA,17
OLYPHANT,15
PUYALLUP,337
PLEASANT PLAIN,7
INDIANOLA,79
HIDDEN VL LK,4
WESTFORD,37
GTYHJ,1
MUNITH,5
RULO,1
BLUEMONT,11
MOUNT CORY,1
SWEET SPRINGS,9
DICKSON,67
NICHOLS HILLS,29
RUMA,1
WILBUR BY SEA,1
FORT RICE,1
NAPOLI,1
LOWER LAKE,20
MULHALL,2
TRENTON,588
MASSAPEQUA,114
MOORCROFT,9
BEJOU,1
KEWANEE,34
MEDICINE LAKE,4
KELLOGG,9
PANTHER,1
OLGA,3
SADDLE RIVER,14
OSHKOSH,156
NOTTINGHAM,94
SOUTH HEMPSTEAD,5
GRAPEVINE,198
BLAIRS,3
MULBERRY GRV,1
MOOREVILLE,4
WEDOWEE,16
WEST LONG BRANCH,17
CARRIZOZO,5
CASWELL BEACH,1
PIFFARD,1
GREENVILLE JUNCTION,1
VERNON HILL,5
OCEAN BEACH,6
SENECAVILLE,9
SEPT-ILES,1
WHITE CASTLE,10
OLEY,10
PENNDEL,5
DRYBRANCH,1
WILLCOX,27
NICE,6
ARDEN HILLS,25
LACON,7
WITT SPRINGS,1
LA JUNTA,28
BOCA RARON,1
EAST BOOTHBAY,1
LOS MOLINOS,12
COOLVILLE,11
GOLDEN VALLEY,123
BOSLER,3
CATHERINE,1
RAINSVILLE,18
BEECH CREEK,8
PALO PINTO,8
OAK RIDGE,158
POLK,9
BLACK CANYON CITY,11
LAKE MATHEWS,2
HENAGAR,7
ROANOKE RAPIDS,31
WEST TERRE HAUTE,20
HELENVILLE,1
SCHULENBURG,8
FGH,1
SEBEKA,6
WESTMANLAND,2
WOODFORD,12
ISLE LA MOTTE,2
VERPLANCK,4
PALMER TOWNSHIP,1
SILVER POINT,8
CUT OFF,32
BLOOMFIELD TOWNSHIP,19
CAMP BEAUREGARD,1
1426,1
JEWETT,16
NORTH EAST,78
CALIFORNIA,103
MONTERVILLE,1
SHELLEY,23
SHIPPENVILLE,2
PROSPER,302
HAWKINS,23
MANNFORD,24
MARLINTON,7
BERKELEY HTS,7
FORT BRAGG,45
EOLA,1
RINGLE,9
BOURNE,6
CORONADO,49
BLAINE,272
LONE PINE,2
COLQUITT,11
VESTAL,53
NOTASULGA,9
COPPERHILL,5
RUTH,5
JENKINS TOWNSHIP,1
BOXHOLM,1
SONOITA,7
CLOUTIERVILLE,1
ELWELL,1
UNION GAP,8
JOHNSON VALLEY,2
ALDIE,191
MILLERSBURG,41
LAKE NORDEN,3
MONTVALE,34
OLIN,9
PALMS,2
POLO,18
PINE KNOLL SHORES,5
VIRGINIA GARDENS,5
CANYON DAM,1
HAYFORK,5
ROSSTON,1
KILLDUFF,1
WINDCREST,27
COLONIA,74
FLUSHING,312
MIRROR LAKE,1
VENDOR,1
PRAIRIEVILLE,140
UNION DALE,4
RUSK,23
RUSH,9
COLONIE,8
RCH CUCAMONGA,45
WALSTONBURG,4
FORMAN,2
SCHAUMBURG,277
BAREFOOT BAY,31
POWDER SPGS,72
SIDMAN,5
SURFSIDE,42
TUCKERMAN,4
CORNISH,10
MATTITUCK,18
NEW WILMINGTON,6
EAST NEWARK,3
HVRE DE GRACE,8
POPE,6
DUCKTOWN,3
WEST BATH,5
FT LAUDERDALE,368
MORIAH CENTER,1
MOUNTAINAIR,5
THOMPSON FALLS,6
MERIDEN,216
COTTON,9
SHADOW HILLS,6
HOBSON,1
TRAVERSE CITY,126
PROCIOUS,1
SALINEVILLE,7
BOXBOROUGH,4
WAITE PARK,16
POSTVILLE,3
PEACH BOTTOM,2
SIEPER,1
NORTH CARROLLTON,1
FORKS,11
WHEELER,9
SAGUACHE,3
COLEVILLE,3
NORTH MIDDLETOWN,27
SIMPSONVILLE,384
OLLA,6
CROMWELL,55
FT WORTH,111
PIERZ,13
GRANDVILLE,37
WEST SACRAMENTO,236
CAYUGA,12
MARKSVILLE,27
LYNNWOOD,239
IDABEL,20
MARATHON,102
BRONXVILLE,30
DOLOMITE,4
NEW SALEM,7
RARITAN,27
WEST ALEXANDRIA,6
HAWKINSVILLE,26
MOUNT SINAI,22
HILLISTER,1
STONEWOOD,2
BELLE,12
LINDSBORG,4
WOODS HOLE,3
WILMOT,8
JACKSONVILLE,7155
CROSSWICKS,3
PEN ARGYL,16
CLEARWATER,1362
BUFFALO VALLEY,1
GALLATIN GTWY,3
BELLS,24
ELECTRA,7
VILLAGE OF GOLF,2
DAUPHIN ISLAND,20
CENTRALHATCHEE,1
CLARENCE CTR,6
PALENVILLE,7
CEDAR CREEK,47
MOSCOW MILLS,31
RANCHO CUCAMONGA,582
POST,12
EGLIN AFB,1
WEST PADUCAH,11
POST FALLS,99
ADONA,1
LONG BOTTOM,1
SAN QUENTIN,1
KANTNER,1
BRACKETTVILLE,7
BEAMAN,1
POTH,3
SOUTH BETHANY,3
WATERPORT,3
SPRING GROVE,95
GWYNEDD VALLEY,1
LAMBERT,3
VALLEYFORD,7
LAURENS,68
CAPE CARTERET,9
DOUBLE OAK,12
CORNING,127
HURRICANE,86
BRANCHVILLE,34
ODEBOLT,2
PORT,1
PATTEN,1
HENNIKER,9
MARION STATION,6
BARDWELL,9
BRINGHURST,2
CUMMINGTON,2
GUYS,1
HALL SUMMIT,2
MANNSVILLE,5
SPRING LAKE,119
MELBA,7
LYERLY,3
GROTTOES,11
FORT GRATIOT,20
CHELMSFORD,31
OLPE,3
BELMAR,29
MIDDLE HADDAM,1
FREEBURN,1
ELLAMORE,1
OPPELO,1
HIGHLAND PLT,1
BELL CANYON,16
GRAND JUNCTION,260
PACIFIC,45
CARLTON,27
KILDEER,25
DUPONT,36
TOWNSEND,102
FREEBURG,28
PINOS ALTOS,1
RANSHAW,1
LANDERS,12
GILBERT,1852
BRUSSELS,6
PINE MOUNTAIN,18
TINGLEY,1
ABERCROMBIE,1
ARLINGTON HEIGHTS,228
CHEHALIS,53
MOUNT MORRIS,80
ELBERT,18
GREELEY,313
ROYCE CITY,1
RENTZ,7
ARENZVILLE,3
GILBERTOWN,9
SUNNY ISLES,1
FRUITPORT,13
ZILLAH,19
PADUCAH,113
IVYDALE,2
WILLS POINT,43
HALLOWELL,2
WEST BOYLSTON,16
GUADALUPE,33
SAYLERSVILLE,1
CHESTERBROOK,27
HIGDON,3
NIAGARA,13
MENOMINEE,13
GOLDEN HILLS,2
FORDS,47
ROLLING PR,2
HUSTONVILLE,9
DECATURVILLE,9
KILMARNOCK,8
CHAFFEE,12
IMBODEN,3
NEW SALISBURY,23
POOLESVILLE,25
BELEN,69
YOSEMITE,2
RANCHO PALOS VERDES,154
LYLES,9
LAKE HAMILTON,12
MADERA,472
ISLIP,32
ACME,9
BELLEFONTE,57
MONT VERNON,6
SUNBURY12,1
TROTWOOD,19
BROWN DEER,35
HIAWATHA,33
JULIAN,39
GRAND FORKS,75
MELFA,3
SHOREHAM,15
GUIDE ROCK,3
KIRKSVILL,1
COTO DE CAZA,64
WELDON,20
SORENTO,1
EDMONDS,130
MC RAE,8
DIAMOND SPGS,2
MAUNALOA,1
MANSFIELD CENTER,20
EAST BREWTON,3
FLANDREAU,7
MORGAN HILL,216
HARTLY,10
ORANGE,1090
KENNEDY,6
PALM BEACH SHORES,14
SAND SPRINGS,107
BURTRUM,3
CASSATT,8
COLUMBIA HTS,15
EDGEWATER PARK,15
EMIGRANT,1
KIMBERLING CITY,21
CENTER HILL,7
SUDBURY,30
CITY,8
LECLAIRE,1
BROWNSTWN TWP,1
LA FONTAINE,3
GRATON,2
CENTER CONWAY,9
DUNELLEN,18
OTLEY,1
MAQUOKETA,24
PICO RIVERA,158
RALSTON,13
WARNER,18
MASSILLON,152
CRANBERRY LAKE,2
ROTHSCHILD,9
LOCHBUIE,25
E PITTSBURGH,1
MAYS LANDING,97
GRUNDY,8
CROTON,1
CALLAHAN,81
GENEVA,245
FRANKENMUTH,8
EDDINGTON,5
SCOTTOWN,1
ALLISON PARK,41
THREE MILE BAY,2
E BERNSTADT,2
MARTINSBURG,110
MC KENNEY,11
COPAKE FALLS,1
NORTH FREEDOM,5
DANNEMORA,3
WHITEHAVEN,1
WAGNER,4
DISTRICT HEIGHTS,79
BENSON,76
MONTGOMERY CITY,12
HIGHLAND HOME,3
HODGENVILLE,23
COROLLA,31
GLEN GARDNER,25
NIXA,122
SUNRISE BEACH,48
HIGDEN,9
MORGANFIELD,8
ACRA,4
SAINT THOMAS,10
GALLIPOLIS FERRY,1
ARVERNE,23
VANLEER,5
JACOBSBURG,4
CANUTE,2
LAWSON,23
CAYUSE,2
LOS ALTOS HILLS,42
CHERAW,38
HAVILAND,8
NEW IPSWICH,12
REEDER,1
CHELTENHAM,35
PEABODY,61
UVALDE,38
LEROY,7
PATTON,6
UVALDA,7
INDN RIV SHRS,1
CAYUTA,1
KOUTS,15
EVANSTON,233
TORRINGTON,145
PALM SHORES,1
CICERO,194
TERLINGUA,1
ELDORADO,23
LAGUNA HILLS,107
POWHATAN POINT,3
JHSJDHS,1
MINNETRISTA,25
GARDNER,118
PR DU CHIEN,7
ROLFE,1
SEODNA,1
TAHOE PINES,1
FOX ISLAND,13
ROCKY FORD,21
LAUREL HILL,18
PROSPECT HEIGHTS,38
TURIN,1
ROLLING MEADOWS,65
ASHBURNHAM,15
TIOGA,18
NEFFS,2
KENNEBUNKPORT,7
LINTHICUM HTS,3
WHITEFISH BAY,37
BEAVER DAMS,2
LAWRENCEVILLE,991
BERESFORD,4
MARIONVILLE,6
TERRA CEIA,9
CROWLEY LAKE,3
HELVETIA,1
OKABENA,1
CACTUS,4
DOYLESTOWN,183
PEQUABUCK,1
LAWTEY,12
FORT LEE,85
PROSPECT,162
BEACH PARK,47
PEARSALL,12
CARABELLE,1
PEMBROKE,60
LONELYVILLE,1
W MIDDLESEX,1
MOVILLE,8
WORTHINGTON SPRINGS,1
GRANITE QUARRY,4
MOUNT VICTORIA,1
MARCUS HOOK,12
BYERS,13
WESTLAKE,134
EAST HARTFORD,148
PEACHLAND,5
SOUTH OTSELIC,2
JEANERETTE,20
VENANGO,1
EAST ISLIP,36
LIZELLA,35
PANTEGO,12
NORTH ROSE,6
WINTER,6
CENTERTOWN,5
ST PETE,2
EAST LEROY,7
CATAUMET,1
PEEKSKILL,40
BREMAN,1
WILLOW BROOK,1
BRAITHWAITE,2
CADWELL,3
SECANE,30
JDSHDSJH,2
HAMDEN,194
ELK CITY,42
PURLEAR,2
GLEN COVE,47
ST BONIFACIUS,1
SHADY VALLEY,3
THORN HILL,5
RANGELY,6
FRACKVILLE,14
CENTER TUFTONBORO,5
FOREST VIEW,2
CORPUS CHRISTI,855
KINCHELOE,5
HIGGANUM,17
KEY COL BCH,2
PARKTON,27
WEEDVILLE,3
LONSDALE,34
BIG BEAR LAKE,102
CLARENDON HLS,3
WESSINGTON SPRINGS,2
SAN GERONIMO,4
CHINCOTEAGUE ISLAND,11
MOON TOWNSHIP,11
HALLSTEAD,10
THETFORD CENTER,2
MANSFIELD,654
CHESAPEAK BCH,9
PARK FOREST,72
HOBBSVILLE,2
OMAK,20
MARBLE FALLS,34
EIGHTY EIGHT,1
GAP,8
CRIDERSVILLE,10
EPES,1
ROLESVILLE,18
ALLEGHANY,2
GAY,9
COMFORT,10
MILNER,20
SALT LAKE CTY,133
CANYON LAKE,179
CONSHOHOCKEN,80
OCONTO,19
BIXBY,153
LUGOFF,65
MARCELINE,2
PLEASANT SHADE,5
TREMPEALEAU,2
IMPERIAL,210
SOUTH WILMINGTON,2
SUNRISE,509
BECKLEY,39
ELMIRA HEIGHTS,1
NORTH GRANBY,8
BREMEN,103
CUDAHY,70
TWO RIVERS,31
RIVIERA,2
HEALDSBURG,67
WIMBERLEY,55
OKEFENOKEE,1
WEST VAN LEAR,4
BRIDGE CITY,125
BURTONSVILLE,42
MC CONNELL,2
LOS BANOS,190
PHILLIPSBURG,94
DEFOTO,1
BLAKELY ISLAND,1
EXELAND,2
PAOLA,49
ANDERSON ISLAND,5
AGAWAM,22
PAOLI,50
PRAIRIE VILLAGE,79
ROSCOMMON,36
